TRANSACTION_ID,DATE,QUARTER,REGION,PRODUCT_CATEGORY,REVENUE,MATERIAL_COST,SHIPPING_COST
100856,12-05-2023,Q2,North America,Edge Hardware Platforms,10482.2,3871.25,1164.05
100857,13-05-2023,Q2,North America,Edge Hardware Platforms,25042.57,10829.49,3206.67
100858,14-05-2023,Q2,North America,Edge Hardware Platforms,13988.23,5331.72,1679.78
100859,15-05-2023,Q2,North America,Enterprise Cloud Software,14353.78,2138.48,709.85
100860,16-05-2023,Q2,North America,Enterprise Cloud Software,13662.92,1911.97,671.55
100861,17-05-2023,Q2,North America,Edge Hardware Platforms,10420.42,4434.61,1331.69
100862,18-05-2023,Q2,APAC,Enterprise Cloud Software,13372.37,2023.11,651.74
100863,19-05-2023,Q2,Europe,Enterprise Cloud Software,6429.61,1011.18,305.03
100864,20-05-2023,Q2,Europe,Edge Hardware Platforms,27096.12,11819.14,3500.97
100865,21-05-2023,Q2,North America,Enterprise Cloud Software,9744.35,1317.63,441.01
100866,22-05-2023,Q2,Europe,Edge Hardware Platforms,27560.67,11151.87,3611.41
100867,23-05-2023,Q2,North America,Enterprise Cloud Software,5440.66,764.73,274.28
100868,24-05-2023,Q2,Europe,Enterprise Cloud Software,14459.71,2317.38,693.58
100869,25-05-2023,Q2,North America,Enterprise Cloud Software,6269.44,869.56,314.64
100870,26-05-2023,Q2,North America,Edge Hardware Platforms,29790.11,12355.3,3895.82
100871,27-05-2023,Q2,North America,Edge Hardware Platforms,21094.64,7723.61,2280.34
100872,28-05-2023,Q2,Europe,Edge Hardware Platforms,18215.78,7271.22,2148.93
100873,29-05-2023,Q2,North America,Edge Hardware Platforms,13541.65,4981.62,1773.43
100874,30-05-2023,Q2,Europe,Edge Hardware Platforms,16307.27,6383.51,1853.91
100875,31-05-2023,Q2,North America,Enterprise Cloud Software,12975.14,2015.38,654.85
100876,01-06-2023,Q2,Europe,SaaS Subscriptions,2436.41,232.95,47.27
100877,02-06-2023,Q2,APAC,SaaS Subscriptions,3444.02,370.18,73.44
100878,03-06-2023,Q2,North America,Edge Hardware Platforms,29564.41,11071.02,3760
100879,04-06-2023,Q2,North America,Edge Hardware Platforms,18400.22,7475.43,2354.91
100880,05-06-2023,Q2,APAC,SaaS Subscriptions,2357.7,244.83,43.76
100881,06-06-2023,Q2,Europe,Edge Hardware Platforms,18054.79,7250.24,2381.73
100882,07-06-2023,Q2,North America,Edge Hardware Platforms,17920.02,6641.89,2003.63
100883,08-06-2023,Q2,APAC,SaaS Subscriptions,7442.25,817.39,140.16
100884,09-06-2023,Q2,North America,Edge Hardware Platforms,19676.05,7741.96,2293.98
100885,10-06-2023,Q2,Europe,Edge Hardware Platforms,13229.16,5261.76,1604.48
100886,11-06-2023,Q2,Europe,Enterprise Cloud Software,12422.71,1686.46,603.1
100887,12-06-2023,Q2,APAC,Edge Hardware Platforms,15223.25,6326.73,1851.41
100888,13-06-2023,Q2,APAC,Edge Hardware Platforms,22202.16,8859.87,2468.8
100889,14-06-2023,Q2,North America,Edge Hardware Platforms,21985.99,8818.51,2526.55
100890,15-06-2023,Q2,Europe,SaaS Subscriptions,3455.47,317.3,66.6
100891,16-06-2023,Q2,North America,Enterprise Cloud Software,10738.51,1469.32,486.55
100892,17-06-2023,Q2,Europe,Edge Hardware Platforms,12507.51,4756.47,1543.55
100893,18-06-2023,Q2,North America,Edge Hardware Platforms,12433.91,5061.19,1437.18
100894,19-06-2023,Q2,Europe,SaaS Subscriptions,5669.88,543.83,107.86
100895,20-06-2023,Q2,North America,Enterprise Cloud Software,6811.72,1081.16,332.73
100896,21-06-2023,Q2,Europe,Edge Hardware Platforms,18529.99,7583.1,2037.52
100897,22-06-2023,Q2,North America,Enterprise Cloud Software,10180.77,1439.76,486.98
100898,23-06-2023,Q2,Europe,SaaS Subscriptions,2083.17,214.54,43.07
100899,24-06-2023,Q2,APAC,SaaS Subscriptions,2120.83,197.4,45.69
100900,25-06-2023,Q2,Europe,Edge Hardware Platforms,23260.54,9637.43,3032.29
100901,26-06-2023,Q2,APAC,Edge Hardware Platforms,15744.42,6776.09,1719
100902,27-06-2023,Q2,North America,SaaS Subscriptions,3537.15,333.95,65.62
100903,28-06-2023,Q2,APAC,Edge Hardware Platforms,23497.86,8908.63,2965.26
100904,29-06-2023,Q2,APAC,Edge Hardware Platforms,18213.65,6862.45,2393.96
100905,30-06-2023,Q2,Europe,SaaS Subscriptions,3820.31,403.57,80.47
100906,01-07-2023,Q3,Europe,SaaS Subscriptions,4361.33,403.92,90.22
100907,02-07-2023,Q3,Europe,Edge Hardware Platforms,14136.36,5659.58,1632.64
100908,03-07-2023,Q3,Europe,Edge Hardware Platforms,24904.29,9428.22,2931.93
100909,04-07-2023,Q3,Europe,SaaS Subscriptions,6872.47,731.95,145.56
100910,05-07-2023,Q3,North America,Edge Hardware Platforms,12863.23,5307.59,1587.29
100911,06-07-2023,Q3,North America,Edge Hardware Platforms,28064.96,10703.79,3578.21
100912,07-07-2023,Q3,North America,Edge Hardware Platforms,19712.94,7957.6,2567.19
100913,08-07-2023,Q3,APAC,Edge Hardware Platforms,15473.97,6699.39,1707.4
100914,09-07-2023,Q3,APAC,Edge Hardware Platforms,11075.45,4580.24,1257.63
100915,10-07-2023,Q3,North America,Edge Hardware Platforms,11273.7,4218.28,1218.95
100916,11-07-2023,Q3,APAC,Edge Hardware Platforms,23246.27,9766.83,2963.59
100917,12-07-2023,Q3,APAC,Edge Hardware Platforms,27170.13,10067.48,3394.12
100918,13-07-2023,Q3,Europe,Edge Hardware Platforms,15046.29,6467.55,1685.98
100919,14-07-2023,Q3,North America,Edge Hardware Platforms,19509.51,8348.66,2286.54
100920,15-07-2023,Q3,North America,SaaS Subscriptions,5293.46,496.44,110.54
100921,16-07-2023,Q3,Europe,Edge Hardware Platforms,19217.97,8192.56,2458.16
100922,17-07-2023,Q3,Europe,Enterprise Cloud Software,13388.54,2076.97,695.81
100923,18-07-2023,Q3,North America,Enterprise Cloud Software,11120.09,1603.39,536.67
100924,19-07-2023,Q3,North America,Edge Hardware Platforms,27249.93,10318.07,3397.64
100925,20-07-2023,Q3,Europe,SaaS Subscriptions,2793.73,306.06,56.8
100926,21-07-2023,Q3,APAC,SaaS Subscriptions,3329.1,303.36,63.33
100927,22-07-2023,Q3,Europe,Enterprise Cloud Software,6674.6,993.7,302.58
100928,23-07-2023,Q3,North America,SaaS Subscriptions,3499.84,320.12,72.28
100929,24-07-2023,Q3,Europe,Edge Hardware Platforms,18443.84,7798.15,2078.57
100930,25-07-2023,Q3,APAC,Edge Hardware Platforms,18379.4,7290.05,2098.18
100931,26-07-2023,Q3,APAC,Edge Hardware Platforms,16417.09,6692.99,2165.38
100932,27-07-2023,Q3,Europe,SaaS Subscriptions,4070.1,370.76,76.59
100933,28-07-2023,Q3,Europe,Enterprise Cloud Software,5002.27,812.62,267.32
100934,29-07-2023,Q3,Europe,Enterprise Cloud Software,6203.64,850.07,324.08
100935,30-07-2023,Q3,APAC,Edge Hardware Platforms,12382.81,4965.4,1441.01
100936,31-07-2023,Q3,North America,Edge Hardware Platforms,24374.36,8990.44,2653.25
100937,01-08-2023,Q3,APAC,Enterprise Cloud Software,5538.31,779.22,251.38
100938,02-08-2023,Q3,North America,SaaS Subscriptions,4047.47,400.23,83.79
100939,03-08-2023,Q3,Europe,SaaS Subscriptions,7196.21,649.09,151.93
100940,04-08-2023,Q3,Europe,SaaS Subscriptions,4899.39,537.65,102.98
100941,05-08-2023,Q3,APAC,SaaS Subscriptions,4391.85,471.06,83.75
100942,06-08-2023,Q3,Europe,SaaS Subscriptions,3955.29,431.45,73.12
100943,07-08-2023,Q3,North America,SaaS Subscriptions,2411.89,264.92,52.59
100944,08-08-2023,Q3,North America,Edge Hardware Platforms,13698.41,5400.63,1499.62
100945,09-08-2023,Q3,North America,Edge Hardware Platforms,18772.95,8226.3,2391.46
100946,10-08-2023,Q3,Europe,Edge Hardware Platforms,26799.96,10375.49,3350.36
100947,11-08-2023,Q3,APAC,Edge Hardware Platforms,23480.35,10038.91,3051.96
100948,12-08-2023,Q3,Europe,Enterprise Cloud Software,8262.82,1120.63,434.7
100949,13-08-2023,Q3,North America,SaaS Subscriptions,2711.96,253.4,53.98
100950,14-08-2023,Q3,Europe,Enterprise Cloud Software,9400.71,1405.27,442.99
100951,15-08-2023,Q3,APAC,Edge Hardware Platforms,10287.62,4364.4,1353.22
100952,16-08-2023,Q3,Europe,Edge Hardware Platforms,27568.32,12025.34,3476.61
100953,17-08-2023,Q3,Europe,Edge Hardware Platforms,24018.71,9020.03,2851.81
100954,18-08-2023,Q3,APAC,Edge Hardware Platforms,18224.08,7527.8,2019.91
100955,19-08-2023,Q3,Europe,Edge Hardware Platforms,14410.18,5402.04,1885.13
100956,20-08-2023,Q3,North America,SaaS Subscriptions,6408.25,666.41,137.21
100957,21-08-2023,Q3,North America,Edge Hardware Platforms,20073.77,8558.09,2412.77
100958,22-08-2023,Q3,Europe,Edge Hardware Platforms,19563.18,8244.66,2407.95
100959,23-08-2023,Q3,Europe,Edge Hardware Platforms,20622.19,8654.25,2635.98
100960,24-08-2023,Q3,Europe,SaaS Subscriptions,6921.94,700.76,143.18
100961,25-08-2023,Q3,APAC,Edge Hardware Platforms,26496.14,10998.68,3212.56
100962,26-08-2023,Q3,North America,Edge Hardware Platforms,29354.86,12112.44,3567.95
100963,27-08-2023,Q3,APAC,Edge Hardware Platforms,20521.65,8634.38,2567.34
100964,28-08-2023,Q3,North America,Edge Hardware Platforms,19450.31,7590.64,2342.11
100965,29-08-2023,Q3,Europe,Enterprise Cloud Software,9123.66,1251.48,463.1
100966,30-08-2023,Q3,APAC,Edge Hardware Platforms,17207.88,6314.7,1941.94
100967,31-08-2023,Q3,North America,Enterprise Cloud Software,5897.6,957.33,265.75
100968,01-09-2023,Q3,Europe,Enterprise Cloud Software,8076.79,1314.75,376.52
100969,02-09-2023,Q3,APAC,Enterprise Cloud Software,12415.66,1879.73,668.52
100970,03-09-2023,Q3,Europe,Edge Hardware Platforms,13909.16,5192.27,1808.13
100971,04-09-2023,Q3,North America,Edge Hardware Platforms,25196.47,9753.7,3296.95
100972,05-09-2023,Q3,Europe,Edge Hardware Platforms,27617.9,10052.04,3153.12
100973,06-09-2023,Q3,Europe,Enterprise Cloud Software,12439.05,2022.29,612.47
100974,07-09-2023,Q3,North America,SaaS Subscriptions,4669.11,465.89,90.61
100975,08-09-2023,Q3,APAC,Edge Hardware Platforms,25243.49,10727.08,2933.4
100976,09-09-2023,Q3,Europe,SaaS Subscriptions,4179.53,442.52,90.96
100977,10-09-2023,Q3,Europe,Edge Hardware Platforms,26101.95,11161.28,3066.49
100978,11-09-2023,Q3,North America,Edge Hardware Platforms,23475.12,9296.81,2957.28
100979,12-09-2023,Q3,Europe,Enterprise Cloud Software,12493.69,1891.18,587.71
100980,13-09-2023,Q3,North America,Edge Hardware Platforms,19652.02,7414.36,2578.63
100981,14-09-2023,Q3,Europe,SaaS Subscriptions,4562.63,453.99,98.52
100982,15-09-2023,Q3,Europe,Edge Hardware Platforms,15043.46,5953.27,1669.26
100983,16-09-2023,Q3,North America,Enterprise Cloud Software,5392.65,886.11,255.74
100984,17-09-2023,Q3,Europe,SaaS Subscriptions,5303.96,493.6,110.92
100985,18-09-2023,Q3,Europe,Edge Hardware Platforms,25394.93,11123.81,3092.23
100986,19-09-2023,Q3,North America,Edge Hardware Platforms,11368.81,4908.96,1260.4
100987,20-09-2023,Q3,North America,SaaS Subscriptions,5583.87,546.51,111.08
100988,21-09-2023,Q3,APAC,Edge Hardware Platforms,27392.99,10054.62,3469.13
100989,22-09-2023,Q3,Europe,Enterprise Cloud Software,13276.75,2087.05,702.21
100990,23-09-2023,Q3,North America,Enterprise Cloud Software,7864.74,1183.98,412.74
100991,24-09-2023,Q3,APAC,Edge Hardware Platforms,28571.94,11974.49,3295.79
100992,25-09-2023,Q3,North America,Edge Hardware Platforms,13857.41,5091.45,1673.61
100993,26-09-2023,Q3,APAC,Enterprise Cloud Software,12918.91,2058.59,643.66
100994,27-09-2023,Q3,North America,Enterprise Cloud Software,12074.26,1887.85,651.81
100995,28-09-2023,Q3,Europe,Enterprise Cloud Software,6214.15,973.35,291.06
100996,29-09-2023,Q3,North America,Edge Hardware Platforms,10495.3,3987.22,1236.23
100997,30-09-2023,Q3,North America,Enterprise Cloud Software,12280.12,1957.38,584.22
100998,01-10-2023,Q4,APAC,Edge Hardware Platforms,20133.72,8626.9,2536.83
100999,02-10-2023,Q4,APAC,Enterprise Cloud Software,5697.19,921.82,278.47
101000,03-10-2023,Q4,North America,Edge Hardware Platforms,26728.31,11466.42,3089.36
